 基隆廟口夜市  ,4.1,"星期一12:00–00:00
星期二12:00–00:00
星期三12:00–00:00
星期四12:00–00:00
星期五12:00–00:00
星期六12:00–00:00
星期日08:00–00:00
",尚未提供,200基隆市仁愛區愛四路20號,121.7436385,25.1282439,"48,907 則評論"," Shih Chieh Tseng 
5
   "," fotp89 channel 
1
   "," 簡媺勻 
5
   "," Jerry Jian 
5
   "," Honester Roca 
5
  完全沒有人 "," 何汐 
5
   "," CC 
5
  疫情期間完全沒有攤位營業，相當清爽。 "," Ed Tsai 
4
   "," 張隆忙什麼 
5
  美味，海味，人情味
不虧為，北台灣小吃龍頭 "," 李達浪 
4
  (由 Google 提供翻譯) 美食天堂

(原始評論)
美食天堂 ","https://lh5.googleusercontent.com/p/AF1QipPWLSRp62-BJHSZ2HzVEep3ytXBjieG0mKPguM5=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipMSFaHmV24CsvSb-tzQ8O7jxH31ZEwEpqYpr1Qa=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipNkzcJ4xdFRUgADGLa6ewDg2YtaFRjp1B6gEa2Q=w203-h100-k-no-pi-16.926342-ya296.61465-ro-4.902301-fo100;
https://lh5.googleusercontent.com/p/AF1QipOxhKawAiJznp6Gb96lL2zzy9w-MXUtO4lmeN6e=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipPXFfkCnc7yeEFvrWwEupcFgTHwzCbIqgQQHUoO=w203-h114-k-no;
",,"滷肉飯 422
三明治 309
肉羹 193
蟹肉 128
咖哩飯 61
鍋貼 38
酒釀 35
花枝羹 31
",,,
,,,,,,,,,,,,,,,,,,,,,,,
 富諭傳播有限公司  ,4.5,"尚未提供時間
",尚未提供,204基隆市安樂區基金三路80巷53號,02 2434 0213,121.6957732,25.158263,2 則評論," 韋倫蘇 
5
   "," 葛傳富 
4
  一家充滿創意的公司。 ","https://lh5.googleusercontent.com/p/AF1QipPC1yOa_AxJQZJrrRyQzgEg3PNU7ZzP1eQhfId6=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipP5FVb1fuD7Pa69dHV2f02FE16ZixJN8AGk0y8j=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipNtb9FkIiYvxCpvc3gVrpxUz11lDRYO45kass_y=w205-h100-k-no;
https://lh5.googleusercontent.com/p/AF1QipOLd6AEc_LKhvUe-pGzW05gFPz69gp0HYI7uoAT=w203-h417-k-no;
//:0
",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 一心小吃店  ,尚未提供星評,餐廳,"尚未提供時間
"," ·  外帶 
",200基隆市仁愛區自來街13巷18號,121.7392732,25.1276926,餐廳,"無評論
無評論
無評論","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1CZ77-hYeRq8LyKc8PwLHw&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=19.403297&pitch=0&thumbfov=100;
無提供照片
",,"無主題 無主題
",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 早安早餐店  ,4.3,早餐餐廳,"星期一06:00–12:30
星期二06:00–12:30
星期三06:00–12:30
星期四06:00–12:30
星期五06:00–12:30
星期六06:00–12:30
星期日06:00–12:30
"," ·  外帶 
",205基隆市暖暖區暖暖街534號1樓,02 2458 5996,121.735942,25.0925636,10 則評論," 余晟穩 
4
   "," 連惟國 
5
   "," Susan Yang 
3
  老闆娘服務親切人很好 "," 江怡靜 
5
   "," 吳子勤 
5
  從國小開始吃，老闆娘超親切 "," Oma Yen 
4
   "," 蔡應霖 
2
   "," Julie麻咪 Chen 
5
   "," 林逸鴻 
5
  產品價格 超級讚 "," Ann Kuo 
5
   ","https://lh5.googleusercontent.com/p/AF1QipO7BygbogbcHnStX653s8m1t_2Ye3erYTkemD2E=w203-h101-k-no;
https://lh5.googleusercontent.com/p/AF1QipMIkKxlBKzjLxIRxKUcEZ3kejOggqhWWTAil_pr=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipN1OuNtwDax_CgIaco2ePAWOx7kS8-yXdAtJxPM=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipOWrYgr7h0IUqGlG9dMaamnGdvdHTybxigGEuwF=w203-h406-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipMiUnGc_OD4l5hS7FtIHNEnCTHwE2v0pLwPoXIi=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipMGJsj7aq8TY9bKZC6jNA7X-REf9V-urCBscO8w=s846-k-no;
https://lh5.googleusercontent.com/p/AF1QipMiUnGc_OD4l5hS7FtIHNEnCTHwE2v0pLwPoXIi=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMGJsj7aq8TY9bKZC6jNA7X-REf9V-urCBscO8w=w203-h406-k-no;
https://lh5.googleusercontent.com/p/AF1QipOsnfppLWUWZV6-eBPUzW1L903N94KM89f9Ogji=w203-h406-k-no;
",,
,,,,,,,,,,,,,,,,,,,,,,"麵 5
",
 融合美食  ,4.4,熟食店,"星期一11:00–20:00
星期二11:00–20:00
星期三11:00–20:00
星期四11:00–20:00
星期五11:00–20:00
星期六11:00–20:00
星期日休息
"," ·  內用 
 ·  外帶 
",201基隆市信義區東明路93號,02 2466 5919,121.7615865,25.1277125,28 則評論," lin tsengwei 
5
  最愛泰式辣醬麵，雞絲涼麵也很棒，不是傳統小吃常見的口味:thumbs_up::thumbs_up::thumbs_up: "," 洪武郎 
4
  牛肉麵好吃，小菜、涼麵也不錯 "," 簡哲鈺 
4
  炸醬麵用的是粗寬麵，醬料滿特別 "," 周玉櫻 
5
   "," CHIEH-YU CHENG 
5
   "," Yunn 
5
  (由 Google 提供翻譯) 好吃:face_savoring_food:

(原始評論)
好吃:face_savoring_food: "," Anoli Dacom 
4
  吃過幾次，食物品質很穩定，大致上沒什麼問題。 "," A C 
5
  炸醬麵很好吃 "," 陳伯叡 
5
   "," Fan黑黑 
5
  炸醬麵很好吃 ","https://lh5.googleusercontent.com/p/AF1QipO-JTjKSh7ENTYmhQolE15479g3tkw8GS_hB87V=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipOxhxHuqtl6XRrzzCuaJF3MkraiQjG-ohCDIeUz=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMBJ7jnZehOLPr_2YnqsNdhX3ifXN9li3ntbq0Z=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPQwgw2JLaP27eOaxo2UToVNtOxACEj8627_y1m=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipPL7PBvl18FezDdSqG1p74ZGgq3i6fnEfIZNoWx=w203-h114-k-no;
","https://lh5.googleusercontent.com/p/AF1QipMBJ7jnZehOLPr_2YnqsNdhX3ifXN9li3ntbq0Z=s644-k-no;
https://lh5.googleusercontent.com/p/AF1QipMBJ7jnZehOLPr_2YnqsNdhX3ifXN9li3ntbq0Z=w203-h114-k-no;
",,
,,,,,,,,,,,,,,,,,,,,,,"風景 63
海 46
鬆餅 35
妹妹 14
下午 14
美 13
坐 13
杯 13
天氣 6
",
 啾啾咖啡 CHU CHU Cafe（外木山店）  ,4.6,咖啡店,"星期一14:00–01:00
星期二14:00–01:00
星期三14:00–01:00
星期四14:00–01:00
星期五14:00–01:00
星期六12:00–01:00
星期日12:00–01:00
"," ·  內用 
 ·  外帶 
 ·  外送 
",204基隆市安樂區湖海路二段101號,02 2433 3433,121.7072294,25.1642544,695 則評論," 阿光 
5
  態度親切，咖啡好喝，狗狗可愛 "," 恩惠 
5
  檸檬薄荷茶很好喝，老闆親切，備有酒精 "," 曹秀玲 
5
   "," 江兆祺（小江） 
5
   "," christina chen 
4
  防疫期間限定外帶有點可惜了，但是現在是第二杯半價優惠方案挺划算的，支持一下店家囉
:folded_hands::grinning_face_with_smiling_eyes::OK_hand::thumbs_up: "," steven nash 
5
   "," 黃禹翔 
5
   "," 沈泳青 
5
  環境好，風景漂亮 "," 餅乾 
5
   "," 李欣穎 
5
  店狗可愛、食物用心！ ","https://lh5.googleusercontent.com/p/AF1QipNfGibAXQxNO-omAo7dCTPhKBR_uP2E9DICqM9_=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNlNpW-8baNKiNLNPfHxjEowkflw1rlKIQ8d9un=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOK-d6MXzjWuKVZVb3LKm7FZgfRd9mYIXfVAeiG=w203-h114-k-no;
https://lh5.googleusercontent.com/p/AF1QipMhJFQEs-dU6moBugi3HCXl0Y1FWxH0xyCOEgzy=w203-h152-k-no;
//:0
","https://lh5.googleusercontent.com/p/AF1QipMRQvOCjvxD85Fvf_pi2Qly1ovZlI7stz7wavO0=s563-k-no;
https://lh5.googleusercontent.com/p/AF1QipMf3k3p5NAsjHm3IbsvNVBZdAYsl-DT6hy4khf3=s635-k-no;
https://lh5.googleusercontent.com/p/AF1QipMRQvOCjvxD85Fvf_pi2Qly1ovZlI7stz7wavO0=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipMf3k3p5NAsjHm3IbsvNVBZdAYsl-DT6hy4khf3=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOF34yiwVvW7A32_3s89iHuzBYX-4tS577ndqIJ=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipNkL0n9FC_aA6YzINNhGIZu2VFbmqVxelcJXuYk=w203-h270-k-no;
",,
,,,,,,,,,,,,,,,,,,,,,,,
 台灣電力公司 協和發電廠  ,3.8,"星期一24
星期二24
星期三24
星期四24
星期五24
星期六24
星期日24
",尚未提供,203基隆市中山區文化路80號,02 2424 8111,121.7351347,25.1533675,42 則評論," Mike Chen 
4
  遠眺三柱香 "," 黃鐘 
5
  很重要的發電廠唷！ "," Mr. Xian 
5
  毛怪跟大眼仔都在這工作嗎？ "," Da Lee 
5
   "," 簡明輝 
1
   "," 郭聿庭 
5
  沒有賣冰了，哈哈～
今天去說沒賣了 (我們是外地人) "," 張Mia 
1
   "," 林水樹 
4
   "," Yunchieh Wen 
1
  空汙源頭火力電廠
預計2025非核之後
還要加蓋天然氣儲藏槽 "," Tina .Lee 
5
   ","https://lh5.googleusercontent.com/p/AF1QipMFw8iqcV6pn0e24ml_gick3KVa_7Tvvq0EcM9e=w203-h135-k-no;
https://lh5.googleusercontent.com/p/AF1QipNFxrptsCKNke-T70hEdReUUDqdmK5ggF6V2zg=w203-h139-k-no;
https://lh5.googleusercontent.com/p/AF1QipOaVyzrLYvsxfjsj2WYhr-SrWVNb9F5zb3Mmg_E=w203-h135-k-no;
https://lh5.googleusercontent.com/p/AF1QipPLEK0eCQU9CJAHDnYXN8d9BrdT9jj-6yXrutMo=w203-h135-k-no;
https://lh5.googleusercontent.com/p/AF1QipO2ISw7O-g7NRjjukCt5cqznz7RVj8dAqpQO-1W=w203-h114-k-no;
",,,,
,,,,,,,,,,,,,,,,,,,,,,,
 秋陽文化企業社  ,3.5,雜誌店,"星期一09:00–17:00
星期二09:00–17:00
星期三09:00–17:00
星期四09:00–17:00
星期五09:00–17:00
星期六休息
星期日休息
",尚未提供,204基隆市安樂區樂利二街62巷252號號 6 樓,02 2433 0710,121.7175643,25.1210676,2 則評論," Chiayu Mo 
4
  你 們真的可以去看看真的不錯我很喜歡 "," Dainese Chiang 
3
   ","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tDbqn2z11BM3rR6pPTujgQ&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=261.4577&pitch=0&thumbfov=100;
無提供照片
",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 蔡志良  ,尚未提供星評,麵包西餅店,"尚未提供時間
"," ·  外帶 
 ·  外送 
",206基隆市七堵區東新街14號1樓,02 2455 1384,121.7149365,25.0930644,麵包西餅店,"無評論
無評論
無評論","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5hkqFLcOWSEJV9o1g5vkjA&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=219.6839&pitch=0&thumbfov=100;
無提供照片
",,"無主題 無主題
",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"菜 4
",
 名鄉港式燒臘  ,3.2,餐廳,"星期一10:30–18:30
星期二10:30–18:30
星期三10:30–18:30
星期四10:30–18:30
星期五10:30–18:30
星期六10:30–13:30
星期日休息
"," ·  外帶 
 ·  外送 
",206基隆市七堵區明德一路67號,02 2456 1616,121.7163051,25.0986031,33 則評論," 劉秀東 
1
  太貴了 "," 小賈斯丁 
1
   "," 孫一一 
1
   "," 金大帥 
1
   "," 金宇彬 
1
   "," Chiu Kuan Chang 
5
   "," 陳建宇 
5
   "," 王國良 
3
   "," 杜依純 
4
  老闆態度主動也積極服務客人！告知點餐內容幾次後~女生店員還是搞不清楚餐點內容頻出錯！菜非常難吃~只有主餐肉的部分還可以！ "," 黃培傑 
4
   ","https://lh5.googleusercontent.com/p/AF1QipNH-W2Ydwm1QIJNGMvi5dIlTzempFu9R1phIU8=w203-h205-k-no;
https://lh5.googleusercontent.com/p/AF1QipOEa57AlUqmOaECPIwPUg8_GPZ-SsWkyCwFSszU=w203-h152-k-no;
https://lh5.googleusercontent.com/p/AF1QipNQBIHnj_5EasJ0xYeQtsZdP_uAvPcrZp417Vte=w203-h203-k-no;
https://lh5.googleusercontent.com/p/AF1QipPpu214dfBY-XCe-qCdKTXZJAZyVHk0Y1dvEJKQ=w203-h270-k-no;
https://lh5.googleusercontent.com/p/AF1QipOENAyDOB5nGRjBR_GlXF_4a3JzCQg-AUtnSsXY=w203-h203-k-no;
","https://lh5.googleusercontent.com/p/AF1QipOENAyDOB5nGRjBR_GlXF_4a3JzCQg-AUtnSsXY=s508-k-no;
https://lh5.googleusercontent.com/p/AF1QipOENAyDOB5nGRjBR_GlXF_4a3JzCQg-AUtnSsXY=w203-h203-k-no;
",,
,,,,,,,,,,,,,,,,,,,,,,,
